hubspot_campaign,platform,mapped_campaign,confidence_score
P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Roshaan-Faith-Nimesh_01Jun2026-SANJEEDA,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_EmbeddedBNPL-EN,72%
P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Roshaan-Faith-Nimesh_01Jun2026-SANJEEDA,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_PurePlay-EN,72%
P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Roshaan-Faith-Nimesh_01Jun2026-SANJEEDA,Smartlead,P1_ABM_BFSI-FIF_AFR_EMAIL-LI_roshaan_15May2026,61%
P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Roshaan-Faith-Nimesh_01Jun2026-SANJEEDA,HeyReach,P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Roshaan-_01Jun2026,78%
P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Roshaan-Faith-Nimesh_01Jun2026-SANJEEDA,HeyReach,P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_NimeshSanjeeda-_01Jun2026,77%
P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Roshaan-Faith-Nimesh_01Jun2026-SANJEEDA,HeyReach,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_EmbeddedBNPL-EN,72%
P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Roshaan-Faith-Nimesh_01Jun2026-SANJEEDA,HeyReach,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_PurePlay-EN,72%
P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Roshaan-Faith-Nimesh_01Jun2026-SANJEEDA,HeyReach,P1_ABM_BFSI_AFR_FIFA_EMAIL-LI_roshaan_15May2026,61%
P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan - Mary_12May2026-SANJEEDA,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_EmbeddedBNPL-FR,77%
P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan - Mary_12May2026-SANJEEDA,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_PurePlay-FR,77%
P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan - Mary_12May2026-SANJEEDA,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_EmbeddedBNPL-EN,77%
P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan - Mary_12May2026-SANJEEDA,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_PurePlay-EN,77%
P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan - Mary_12May2026-SANJEEDA,Smartlead,P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Roshaan,72%
P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan - Mary_12May2026-SANJEEDA,Smartlead,P2_ABM_YGAG-PROCUREMENT_LEADERS_GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,60%
P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan - Mary_12May2026-SANJEEDA,Smartlead,P2_ABM_YGAG_HR-LEADERS_GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,60%
P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan - Mary_12May2026-SANJEEDA,Smartlead,P2_ABM_CUSTOM-AIDIGITAL_AFR_EMAIL_roshaan_18MAY26,61%
P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan - Mary_12May2026-SANJEEDA,Smartlead,P2_ABM_CUSTOM-HRCONSULTING_AFR_EMAIL_roshaan_18MAY26,61%
P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan - Mary_12May2026-SANJEEDA,Smartlead,P2_ABM_CUSTOM-ENERGY_AFR_EMAIL_roshaan_18MAY26,62%
P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan - Mary_12May2026-SANJEEDA,Smartlead,P2_ABM_CUSTOM-TELECOM_AFR_EMAIL_roshaan_18MAY26,62%
P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan - Mary_12May2026-SANJEEDA,Smartlead,P2_ABM_CUSTOM-FINTECH_AFR_EMAIL_roshaan_18MAY26,62%
P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan - Mary_12May2026-SANJEEDA,Smartlead,P1_ABM_BFSI-FIF_AFR_EMAIL-LI_roshaan_15May2026,62%
P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan - Mary_12May2026-SANJEEDA,HeyReach,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_EmbeddedBNPL-EN,77%
P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan - Mary_12May2026-SANJEEDA,HeyReach,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_PurePlay-EN,77%
P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan - Mary_12May2026-SANJEEDA,HeyReach,P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Roshaan-_01Jun2026,73%
P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan - Mary_12May2026-SANJEEDA,HeyReach,P2_ABM_YGAG-PROCUREMENT_LEADERS_GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,60%
P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan - Mary_12May2026-SANJEEDA,HeyReach,P2_ABM_YGAG_HR-LEADERS_GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,60%
P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan - Mary_12May2026-SANJEEDA,HeyReach,P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_NimeshSanjeeda-_01Jun2026,71%
P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan - Mary_12May2026-SANJEEDA,HeyReach,P1_ABM_BFSI_AFR_FIFA_EMAIL-LI_roshaan_15May2026,62%
P2_ABM_CAM-EMPULS_KSA_EMAIL-LI_zoya_18May2026-SANJEEDA,Smartlead,P2_ABM_CAM-EMPULS_KSA_EMAIL-LI_zoya-zoya,82%
P2_ABM_CAM-EMPULS_KSA_EMAIL-LI_zoya_18May2026-SANJEEDA,Smartlead,P2_ABM_CAM-EMPULS_KSA_EMAIL-LI_zoya-influencers,74%
P2_ABM_CAM-EMPULS_KSA_EMAIL-LI_zoya_18May2026-SANJEEDA,Smartlead,P2_ABM_CAM-EMPULS_KSA_EMAIL-LI_zoya-dm,78%
P2_ABM_CAM-EMPULS_KSA_EMAIL-LI_zoya_18May2026-SANJEEDA,Smartlead,P2_ABM_CAM-EMPULS_KSA_EMAIL-LI_zoya-abhishek,77%
P2_ABM_CAM-EMPULS_KSA_EMAIL-LI_zoya_18May2026-SANJEEDA,Smartlead,P1_ABM_BFSI-FIFA_KSA_EMAIL-LI_zoya_18May2026,60%
P2_ABM_CAM-EMPULS_KSA_EMAIL-LI_zoya_18May2026-SANJEEDA,HeyReach,P2_ABM_CAM-EMPULS_KSA_EMAIL-LI_zoya-influencers,74%
P2_ABM_CAM-EMPULS_KSA_EMAIL-LI_zoya_18May2026-SANJEEDA,HeyReach,P2_ABM_CAM-EMPULS_KSA_EMAIL-LI_zoya-DM,78%
P2_ABM_CAM-EMPULS_KSA_EMAIL-LI_zoya_18May2026-SANJEEDA,HeyReach,P1_ABM_BFSI-FIFA_KSA_EMAIL-LI_zoya_18May2026,60%
P2_ABM_CUSTOM-ADA's LIST_PHL_EMAIL_VikasKakkarNaitik_08June2026,Smartlead,P2_ABM_CUSTOM-ADA's LIST_PHL_EMAIL_VikasKakkarNaitik_08June2026,95%
P2_ABM_CUSTOM-ADA's LIST_PHL_EMAIL_VikasKakkarNaitik_08June2026,Smartlead,P2_ABM_CUSTOM-ADA's LIST(Managers)_PHL_EMAIL_VikasKakkarNaitik_08June2026,92%
P2_ABM_CUSTOM-SA_AFR_EMAIL-LI_roshaan_21May2026,Smartlead,P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Roshaan,69%
P2_ABM_CUSTOM-SA_AFR_EMAIL-LI_roshaan_21May2026,Smartlead,P2_ABM_CUSTOM-AIDIGITAL_AFR_EMAIL_roshaan_18MAY26,71%
P2_ABM_CUSTOM-SA_AFR_EMAIL-LI_roshaan_21May2026,Smartlead,P2_ABM_CUSTOM-HRCONSULTING_AFR_EMAIL_roshaan_18MAY26,70%
P2_ABM_CUSTOM-SA_AFR_EMAIL-LI_roshaan_21May2026,Smartlead,P2_ABM_CUSTOM-ENERGY_AFR_EMAIL_roshaan_18MAY26,71%
P2_ABM_CUSTOM-SA_AFR_EMAIL-LI_roshaan_21May2026,Smartlead,P2_ABM_CUSTOM-TELECOM_AFR_EMAIL_roshaan_18MAY26,71%
P2_ABM_CUSTOM-SA_AFR_EMAIL-LI_roshaan_21May2026,Smartlead,P2_ABM_CUSTOM-FINTECH_AFR_EMAIL_roshaan_18MAY26,71%
P2_ABM_CUSTOM-SA_AFR_EMAIL-LI_roshaan_21May2026,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_EmbeddedBNPL-FR,66%
P2_ABM_CUSTOM-SA_AFR_EMAIL-LI_roshaan_21May2026,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_PurePlay-FR,66%
P2_ABM_CUSTOM-SA_AFR_EMAIL-LI_roshaan_21May2026,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_EmbeddedBNPL-EN,66%
P2_ABM_CUSTOM-SA_AFR_EMAIL-LI_roshaan_21May2026,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_PurePlay-EN,66%
P2_ABM_CUSTOM-SA_AFR_EMAIL-LI_roshaan_21May2026,HeyReach,P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Roshaan-_01Jun2026,69%
P2_ABM_CUSTOM-SA_AFR_EMAIL-LI_roshaan_21May2026,HeyReach,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_EmbeddedBNPL-EN,66%
P2_ABM_CUSTOM-SA_AFR_EMAIL-LI_roshaan_21May2026,HeyReach,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_PurePlay-EN,66%
P2_ABM_CUSTOM-YGAG_GCC_EMAIL-LI_naveen-mary_22May2026-SANJEEDA,Smartlead,P2_ABM_YGAG-PROCUREMENT_LEADERS_GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,79%
P2_ABM_CUSTOM-YGAG_GCC_EMAIL-LI_naveen-mary_22May2026-SANJEEDA,Smartlead,P2_ABM_YGAG_HR-LEADERS_GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,79%
P2_ABM_CUSTOM-YGAG_GCC_EMAIL-LI_naveen-mary_22May2026-SANJEEDA,Smartlead,P2_ABM_YGAG_Marketing Leader_GCC_EMAIL-LI_naveen-mary_22May2026,69%
P2_ABM_CUSTOM-YGAG_GCC_EMAIL-LI_naveen-mary_22May2026-SANJEEDA,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_EmbeddedBNPL-FR,60%
P2_ABM_CUSTOM-YGAG_GCC_EMAIL-LI_naveen-mary_22May2026-SANJEEDA,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_PurePlay-FR,61%
P2_ABM_CUSTOM-YGAG_GCC_EMAIL-LI_naveen-mary_22May2026-SANJEEDA,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_EmbeddedBNPL-EN,60%
P2_ABM_CUSTOM-YGAG_GCC_EMAIL-LI_naveen-mary_22May2026-SANJEEDA,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_PurePlay-EN,61%
P2_ABM_CUSTOM-YGAG_GCC_EMAIL-LI_naveen-mary_22May2026-SANJEEDA,HeyReach,P2_ABM_YGAG-PROCUREMENT_LEADERS_GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,79%
P2_ABM_CUSTOM-YGAG_GCC_EMAIL-LI_naveen-mary_22May2026-SANJEEDA,HeyReach,P2_ABM_YGAG_HR-LEADERS_GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,79%
P2_ABM_CUSTOM-YGAG_GCC_EMAIL-LI_naveen-mary_22May2026-SANJEEDA,HeyReach,P2_ABM_YGAG_Marketing Leader_GCC_EMAIL-LI_naveen-mary_22May2026,69%
P2_ABM_CUSTOM-YGAG_GCC_EMAIL-LI_naveen-mary_22May2026-SANJEEDA,HeyReach,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_EmbeddedBNPL-EN,60%
P2_ABM_CUSTOM-YGAG_GCC_EMAIL-LI_naveen-mary_22May2026-SANJEEDA,HeyReach,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_PurePlay-EN,61%
P2_ABM_Retail-Loc>25_Hiring-Sales_Channel-Partner-Sanjeeda,Smartlead,P2_ABM_Retail-Loc_25_Hiring-Sales_Channel-Partner_Retail,92%
P2_ABM_Retail-Loc>25_Hiring-Sales_Channel-Partner-Sanjeeda,Smartlead,P2_ABM_Retail-Loc_25_Hiring-Sales_Channel-Partner_Auto,84%
P2_ABM_Retail-Loc>25_Hiring-Sales_Channel-Partner-Sanjeeda,Smartlead,P2_ABM_Retail-Loc_25_Hiring-Sales_Channel-Partner_Banking,84%
P2_EVENT_POSTEVENT_Ahaar ITPO_IND_VikasSanjeeda,UNMATCHED,—,0%
P2_EVENT_POSTEVNT_GCC_CONCLAVE_IND_EMAIL-LI-WP_vikas-SANJEEDA,Smartlead,P2_EVENT_POSTEVNT_GCC_CONCLAVE_IND_EMAIL-LI-WP_vikas_sanjeeda,95%
P2_EVENTS_BFSI_AFR_EMAIL_roshaanMahima_07MAY2026_,Smartlead,P2_EVENTS_BFSI_AFR_EMAIL_roshaanMahima_07MAY2026_,95%
P2_EVENTS_BFSI_AFR_EMAIL_roshaanMahima_07MAY2026_,Smartlead,P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Roshaan,63%
P2_EVENTS_POSTEVENT-WOMENWHOLEAD_KSA_EMAIL-LI_zoya_08May2026,Smartlead,P2_EVENTS_POSTEVENT_KSA_women who lead_EMAIL-LI_zoya_08May2026,77%
P2_EVENTS_POSTEVENT-WOMENWHOLEAD_KSA_EMAIL-LI_zoya_08May2026,Smartlead,P2_ABM_CAM-EMPULS_KSA_EMAIL-LI_zoya-zoya,63%
P2_EVENTS_POSTEVENT-WOMENWHOLEAD_KSA_EMAIL-LI_zoya_08May2026,Smartlead,P2_ABM_CAM-EMPULS_KSA_EMAIL-LI_zoya-influencers,62%
P2_EVENTS_POSTEVENT-WOMENWHOLEAD_KSA_EMAIL-LI_zoya_08May2026,Smartlead,P2_ABM_CAM-EMPULS_KSA_EMAIL-LI_zoya-dm,63%
P2_EVENTS_POSTEVENT-WOMENWHOLEAD_KSA_EMAIL-LI_zoya_08May2026,Smartlead,P2_ABM_CAM-EMPULS_KSA_EMAIL-LI_zoya-abhishek,63%
P2_EVENTS_POSTEVENT-WOMENWHOLEAD_KSA_EMAIL-LI_zoya_08May2026,HeyReach,P2_ABM_CAM-EMPULS_KSA_EMAIL-LI_zoya-influencers,62%
P2_EVENTS_POSTEVENT-WOMENWHOLEAD_KSA_EMAIL-LI_zoya_08May2026,HeyReach,P2_ABM_CAM-EMPULS_KSA_EMAIL-LI_zoya-DM,63%
P2_EVNT_BharatFintechSummit_EMAIL_NehaRakesh_02JUN26,Smartlead,P2_EVNT_BharatFintechSummit_EMAIL_NehaRakesh_02JUN26,95%
P2_EVNT_BharatFintechSummit_EMAIL_NehaRakesh_02JUN26,Smartlead,P2_EVNT_CnSRiyadh_KSA_EMAIL_NehaRakesh_4FEB2026,69%
P2_EVNT_BharatFintechSummit_EMAIL_NehaRakesh_02JUN26,Smartlead,P2_EVNT_ETFutureForwardDubai_EMAIL_GCC_NehaRakesh_17APR26,68%
P2_EVNT_BharatFintechSummit_EMAIL_NehaRakesh_02JUN26,Smartlead,P2_EVNT_PostEvntCarrotsStakesQ2HR_EMAIL_PHL_NehaRakesh_10MAR2026,68%
P2_EVNT_CnSRiyadh_EMAIL_NehaRakesh_4FEB2026,Smartlead,P2_EVNT_CnSRiyadh_KSA_EMAIL_NehaRakesh_4FEB2026,88%
P2_EVNT_CnSRiyadh_EMAIL_NehaRakesh_4FEB2026,Smartlead,P2_EVNT_BharatFintechSummit_EMAIL_NehaRakesh_02JUN26,70%
P2_EVNT_CnSRiyadh_EMAIL_NehaRakesh_4FEB2026,Smartlead,P2_EVNT_ETFutureForwardDubai_EMAIL_GCC_NehaRakesh_17APR26,68%
P2_EVNT_CnSRiyadh_EMAIL_NehaRakesh_4FEB2026,Smartlead,P2_EVNT_PostEvntCarrotsStakesQ2HR_EMAIL_PHL_NehaRakesh_10MAR2026,69%
P2_EVNT_ETFutureForwardDubai_EMAIL_GCC_NehaRakesh_17APR26,Smartlead,P2_EVNT_ETFutureForwardDubai_EMAIL_GCC_NehaRakesh_17APR26,95%
P2_EVNT_ETFutureForwardDubai_EMAIL_GCC_NehaRakesh_17APR26,Smartlead,P2_EVNT_BharatFintechSummit_EMAIL_NehaRakesh_02JUN26,61%
P2_EVNT_ETFutureForwardDubai_EMAIL_GCC_NehaRakesh_17APR26,Smartlead,P2_EVNT_CnSRiyadh_KSA_EMAIL_NehaRakesh_4FEB2026,61%
P2_EVNT_ETFutureForwardDubai_EMAIL_GCC_NehaRakesh_17APR26,Smartlead,P2_EVNT_PostEvntCarrotsStakesQ2HR_EMAIL_PHL_NehaRakesh_10MAR2026,61%
P2_EVNT_PostEvntCarrotsStakesQ2HR_EMAIL_PHL_NehaRakesh_10MAR2026,Smartlead,P2_EVNT_PostEvntCarrotsStakesQ2HR_EMAIL_PHL_NehaRakesh_10MAR2026,95%
P2_EVNT_PostEvntCarrotsStakesQ2HR_EMAIL_PHL_NehaRakesh_10MAR2026,Smartlead,P2_EVNT_BharatFintechSummit_EMAIL_NehaRakesh_02JUN26,68%
P2_EVNT_PostEvntCarrotsStakesQ2HR_EMAIL_PHL_NehaRakesh_10MAR2026,Smartlead,P2_EVNT_CnSRiyadh_KSA_EMAIL_NehaRakesh_4FEB2026,69%
P2_EVNT_PostEvntCarrotsStakesQ2HR_EMAIL_PHL_NehaRakesh_10MAR2026,Smartlead,P2_EVNT_ETFutureForwardDubai_EMAIL_GCC_NehaRakesh_17APR26,68%
P2_EVNT_PREEVNT_FinTech Symposium_EMAIL_SanjeedaShameel_20thMay,Smartlead,P2_EVNT_PREEVNT_FinTech Symposium_EMAIL_SanjeedaShameel_20thMay,95%
P2_EVNT_PREEVNT_FinTech Symposium_EMAIL_SanjeedaShameel_20thMay,Smartlead,P2_EVNT_PREEVNT_SalesforceConnections_EMAIL_SanjeedaShameel_20thMay,72%
P2_EVNT_PREEVNT_SalesforceConnections_EMAIL_SanjeedaShameel_20thMay,Smartlead,P2_EVNT_PREEVNT_SalesforceConnections_EMAIL_SanjeedaShameel_20thMay,95%
P2_EVNT_PREEVNT_SalesforceConnections_EMAIL_SanjeedaShameel_20thMay,Smartlead,P2_EVNT_PREEVNT_FinTech Symposium_EMAIL_SanjeedaShameel_20thMay,72%
P2_EVNTS_POSTEVENT_CHROCONFEX_IND_EMAIL-WP-LI_VikasSanjeeda17apr2026,Smartlead,P2_EVNTS_PREEVENTCHROCONFEX_IND_EMAIL_VikasSanjeeda16Apr2026,67%
P2_EVNTS_PREEVENTCHRO CONFEX_IND_EMAIL-LI-WP_VikasSanjeeda16Apr2026,Smartlead,P2_EVNTS_PREEVENTCHROCONFEX_IND_EMAIL_VikasSanjeeda16Apr2026,68%
P2_HUNTING_CS&CX_US_EMAIL_AUSTIN,Smartlead,P2_HUNTING_CS&CX_US_EMAIL_AUSTIN,95%
P2_PTNR_RESELLER_US_CONSULTING_US_ASHWIN_22APR,Smartlead,P2_PTNR_RESELLER_US_CONSULTING_US_ASHWIN_22APR,95%
P2_SAP Customers_US_YashSanj_7May,Smartlead,P2_SAP Customers_US_YashSanj_7May,95%
P2_US_Srinidhi - Plum Outreach - SMB/Mid Market - email_Sanjeeda,Smartlead,P2_ Srinidhi - Plum Outreach - SMB/Mid Market - Sanjeeda,82%
P2_US_Srinidhi - Plum Outreach - SMB/Mid Market - email_Sanjeeda,Smartlead,Srinidhi - Plum Outreach - SMB/Mid Market,60%
P3_ABM_CHRO&CPO_EMAIL_20APR,Smartlead,P3_ABM_CHRO&CPO_EMAIL_20APR - FINAL,88%
P3_ABM_COMPASS_INDIA_20APR,UNMATCHED,—,0%
P3_ABM_FINTECH_LOYALIFE_21APR-sanjeeda,Smartlead,P3_ABM_FINTECH_LOYALIFE_21APR,85%
P3_ABM_SrinidhiCAM Accounts_US_EmailLI_SrinidhiMahima_29Apr26,Smartlead,P3_ABM_SrinidhiCAM Accounts_US_EmailLI_SrinidhiMahima_29Apr26,95%
P3_ABM_SrinidhiCAM Accounts_US_EmailLI_SrinidhiMahima_29Apr26,HeyReach,P3_ABM_SrinidhiCAM Accounts_US_EmailLI_SrinidhiMahima_29Apr26,95%
P3_ENT_INDUSTRY_EMPULS-SANJEEDA,UNMATCHED,—,0%
P3_PRTNR_SAPCUSTOMER_US_Email_AmyMahima17Apr2026,Smartlead,P3_PRTNR_SAPCUSTOMER_US_Email_AmyMahima17Apr2026,95%
Passive Deals Reachout - API,UNMATCHED,—,0%
Plum -  Indonesia - Dream 2026 (Imelda),UNMATCHED,—,0%
PO_Events_Fintechmeetup_PostEvent_US_Email_Shameel_06may2026,Smartlead,PO_Events_Fintechmeetup_PostEvent_US_Email_ShameelMahima_07may2026,60%
PO_Events_Fintechmeetup_PostEvent_US_Email_Shameel_06may2026,Smartlead,PO_Events_PostEventNAHRES_US_Email_ShameelMahima_7may26,60%
PO_Events_PostEvent_HRtransform_US_Email_ShameelNaitik_01june2026,Smartlead,PO_Events_PostEvent_HRtransform_US_Email_ShameelNaitik_01june2026,95%
PO_Events_PostEvent_HRtransform_US_Email_ShameelNaitik_01june2026,Smartlead,PO_Events_PostEventNAHRES_US_Email_ShameelMahima_7may26,60%
PO_Events_PostEvent_Unleash_US_Email_Shameel_06may2026,Smartlead,PO_Events_PostEvent_HRtransform_US_Email_ShameelNaitik_01june2026,60%
PO_Events_PostEvent_Unleash_US_Email_Shameel_06may2026,Smartlead,PO_Events_Fintechmeetup_PostEvent_US_Email_ShameelMahima_07may2026,60%
PO_Events_PostEvent_Unleash_US_Email_Shameel_06may2026,Smartlead,PO_Events_PostEventNAHRES_US_Email_ShameelMahima_7may26,62%
PO_Events_PostEvent_US_Email_Shameel_06may2026,Smartlead,PO_Events_PostEvent_HRtransform_US_Email_ShameelNaitik_01june2026,60%
PO_Events_PostEvent_US_Email_Shameel_06may2026,Smartlead,PO_Events_Fintechmeetup_PostEvent_US_Email_ShameelMahima_07may2026,61%
PO_Events_PostEvent_US_Email_Shameel_06may2026,Smartlead,PO_Events_PostEventNAHRES_US_Email_ShameelMahima_7may26,62%
PO_Events_PostEventHRTRANSFORM_US_Email_Shameel_06may2026,Smartlead,PO_Events_PostEventNAHRES_US_Email_ShameelMahima_7may26,61%
PO_Events_PostEventHRTRANSFORM_US_Email_Shameel_06may2026,Smartlead,PO_Events_PostEvent_HRtransform_US_Email_ShameelNaitik_01june2026,63%
PO_Events_PostEventHRTRANSFORM_US_Email_Shameel_06may2026,Smartlead,PO_Events_Fintechmeetup_PostEvent_US_Email_ShameelMahima_07may2026,60%
PO_Events_PostEventNAHRES_US_Email_Shameel_006may2026,Smartlead,PO_Events_PostEvent_HRtransform_US_Email_ShameelNaitik_01june2026,61%
PO_Events_PostEventNAHRES_US_Email_Shameel_006may2026,Smartlead,PO_Events_Fintechmeetup_PostEvent_US_Email_ShameelMahima_07may2026,60%
PO_Events_PostEventTRANSFORMCHRO_US_Email_Shameel_6may2026,Smartlead,PO_Events_PostEventNAHRES_US_Email_ShameelMahima_7may26,61%
PO_Events_PostEventTRANSFORMCHRO_US_Email_Shameel_6may2026,Smartlead,PO_Events_PostEvent_HRtransform_US_Email_ShameelNaitik_01june2026,62%
PO_Events_PostEventUnleash_US_Email_Shameel_5may2026,Smartlead,PO_Events_PostEventNAHRES_US_Email_ShameelMahima_7may26,62%
PO_Events_PostEventUnleash_US_Email_Shameel_5may2026,Smartlead,PO_Events_PostEvent_HRtransform_US_Email_ShameelNaitik_01june2026,60%
PO_Events_PostEventUnleash_US_Email_Shameel_5may2026,Smartlead,PO_Events_Fintechmeetup_PostEvent_US_Email_ShameelMahima_07may2026,60%
PO_EVENTS_SIGHTPLUS_IND_EMAIL_LINKEDIN_WHATSAPP_VIKAS_02_MAY_2026-SANJEEDA,UNMATCHED,—,0%
PO_Events_UnleashSpeaker_PostEvent_US_Email_Shameel_6May2026,Smartlead,PO_Events_Fintechmeetup_PostEvent_US_Email_ShameelMahima_07may2026,60%
PO_Events_UnleashSpeaker_PostEvent_US_Email_Shameel_6May2026,Smartlead,PO_Events_PostEventNAHRES_US_Email_ShameelMahima_7may26,60%
PO_EVNT_PostEventAttendeelist_WorldatWork_US_EMAIL_ShameelRakesh_08May2026,Smartlead,PO_EVNT_PostEventAttendeelist_WorldatWork_US_EMAIL_ShameelRakesh_08May2026,95%
PO_EVNT_PostEventAttendeelist_WorldatWork_US_EMAIL_ShameelRakesh_08May2026,Smartlead,PO_EVNT_DuringEventAttendeelistNAA_US_Email_LI_ShameelRakesh_8JUN2026,64%
PO_EVNT_PostEventAttendeelist_WorldatWork_US_EMAIL_ShameelRakesh_08May2026,Smartlead,PO_EVNT_PreEventCnSLA_US_Email_LI_ShameelRakesh_06may2026,63%
PO_EVNT_PostEventAttendeelist_WorldatWork_US_EMAIL_ShameelRakesh_08May2026,Smartlead,PO_EVNT_PreEventAttendeelistNAA_US_Email_LI_ShameelRakesh_8JUN2026,64%
PO_EVNT_PostEventAttendeelist_WorldatWork_US_EMAIL_ShameelRakesh_08May2026,Smartlead,PO_EVNT_PostEventUnleash_US_EMAIL_LI_ShameelRakesh_06MAY2026,63%
PO_EVNT_PreEventAttendeelistNAA_US_Email_LI_ShameelRakesh_8JUN2026,Smartlead,PO_EVNT_PreEventAttendeelistNAA_US_Email_LI_ShameelRakesh_8JUN2026,95%
PO_EVNT_PreEventAttendeelistNAA_US_Email_LI_ShameelRakesh_8JUN2026,Smartlead,PO_EVNT_DuringEventAttendeelistNAA_US_Email_LI_ShameelRakesh_8JUN2026,80%
PO_EVNT_PreEventAttendeelistNAA_US_Email_LI_ShameelRakesh_8JUN2026,Smartlead,PO_EVNT_PreEventCnSLA_US_Email_LI_ShameelRakesh_06may2026,60%
PO_EVNT_PreEventAttendeelistNAA_US_Email_LI_ShameelRakesh_8JUN2026,Smartlead,PO_EVNT_PreeventSHRMLocalList_US_Email_LI_ShameelRakesh_06may2026,60%
PO_EVNT_PreEventAttendeelistNAA_US_Email_LI_ShameelRakesh_8JUN2026,Smartlead,PO_EVNT_PostEventUnleash_US_EMAIL_LI_ShameelRakesh_06MAY2026,60%
PO_EVNT_PreEventAttendeelistNAA_US_Email_LI_ShameelRakesh_8JUN2026,Smartlead,PO_EVNT_PostEventAttendeelist_WorldatWork_US_EMAIL_ShameelRakesh_08May2026,64%
